region,timestamp,price,demand
NSW1,2026-05-02 19:35:00+10:00,57.51,7866.58
QLD1,2026-05-02 19:35:00+10:00,56.45,6868.98
SA1,2026-05-02 19:35:00+10:00,8.51,1628.57
TAS1,2026-05-02 19:35:00+10:00,87.9,1085.51
VIC1,2026-05-02 19:35:00+10:00,-0.1,5001.67
NSW1,2026-05-02 19:40:00+10:00,57.51,7776.18
QLD1,2026-05-02 19:40:00+10:00,57.17,6922.25
SA1,2026-05-02 19:40:00+10:00,8.51,1615.3
TAS1,2026-05-02 19:40:00+10:00,87.9,1087.45
VIC1,2026-05-02 19:40:00+10:00,-0.1,5013.6
NSW1,2026-05-02 19:45:00+10:00,57.51,7776.59
QLD1,2026-05-02 19:45:00+10:00,57.46,6872.46
SA1,2026-05-02 19:45:00+10:00,-0.11,1587.77
TAS1,2026-05-02 19:45:00+10:00,87.9,1082.84
VIC1,2026-05-02 19:45:00+10:00,-0.1,4983.96
NSW1,2026-05-02 19:50:00+10:00,61.32,7764.01
QLD1,2026-05-02 19:50:00+10:00,64.65,6931.44
SA1,2026-05-02 19:50:00+10:00,-0.11,1585.89
TAS1,2026-05-02 19:50:00+10:00,76.9,1071.4
VIC1,2026-05-02 19:50:00+10:00,-0.1,4898.53
NSW1,2026-05-02 19:55:00+10:00,61.99,7821.99
QLD1,2026-05-02 19:55:00+10:00,64.65,6883.14
SA1,2026-05-02 19:55:00+10:00,0.0,1583.11
TAS1,2026-05-02 19:55:00+10:00,76.9,1068.54
VIC1,2026-05-02 19:55:00+10:00,-0.1,4924.03
NSW1,2026-05-02 20:00:00+10:00,57.51,7701.55
QLD1,2026-05-02 20:00:00+10:00,59.35,6867.02
SA1,2026-05-02 20:00:00+10:00,-0.11,1597.3
TAS1,2026-05-02 20:00:00+10:00,76.9,1072.42
VIC1,2026-05-02 20:00:00+10:00,-0.1,4851.87
NSW1,2026-05-02 20:05:00+10:00,56.06,7741.47
QLD1,2026-05-02 20:05:00+10:00,57.37,6828.34
SA1,2026-05-02 20:05:00+10:00,-0.11,1566.51
TAS1,2026-05-02 20:05:00+10:00,87.9,1080.15
VIC1,2026-05-02 20:05:00+10:00,-0.1,4827.39
NSW1,2026-05-02 20:10:00+10:00,61.1,7682.11
QLD1,2026-05-02 20:10:00+10:00,64.65,6837.28
SA1,2026-05-02 20:10:00+10:00,-0.11,1585.61
TAS1,2026-05-02 20:10:00+10:00,87.9,1078.24
VIC1,2026-05-02 20:10:00+10:00,-0.1,4873.73
NSW1,2026-05-02 20:15:00+10:00,61.1,7764.94
QLD1,2026-05-02 20:15:00+10:00,63.23,6775.67
SA1,2026-05-02 20:15:00+10:00,-0.56,1540.36
TAS1,2026-05-02 20:15:00+10:00,87.45,1077.18
VIC1,2026-05-02 20:15:00+10:00,-0.53,4789.93
NSW1,2026-05-02 20:20:00+10:00,57.51,7717.7
QLD1,2026-05-02 20:20:00+10:00,59.12,6750.79
SA1,2026-05-02 20:20:00+10:00,-2.0,1554.28
TAS1,2026-05-02 20:20:00+10:00,75.1,1079.0
VIC1,2026-05-02 20:20:00+10:00,-1.83,4716.73
NSW1,2026-05-02 20:25:00+10:00,56.06,7703.2
QLD1,2026-05-02 20:25:00+10:00,56.9,6725.36
SA1,2026-05-02 20:25:00+10:00,-2.0,1549.32
TAS1,2026-05-02 20:25:00+10:00,74.21,1075.31
VIC1,2026-05-02 20:25:00+10:00,-2.0,4756.28
NSW1,2026-05-02 20:30:00+10:00,56.06,7712.35
QLD1,2026-05-02 20:30:00+10:00,56.55,6734.85
SA1,2026-05-02 20:30:00+10:00,-2.0,1565.29
TAS1,2026-05-02 20:30:00+10:00,74.4,1062.58
VIC1,2026-05-02 20:30:00+10:00,-1.82,4693.39
NSW1,2026-05-02 20:35:00+10:00,56.06,7622.26
QLD1,2026-05-02 20:35:00+10:00,56.19,6715.05
SA1,2026-05-02 20:35:00+10:00,-2.0,1542.49
TAS1,2026-05-02 20:35:00+10:00,75.1,1054.96
VIC1,2026-05-02 20:35:00+10:00,-1.84,4748.09
NSW1,2026-05-02 20:40:00+10:00,56.06,7662.01
QLD1,2026-05-02 20:40:00+10:00,56.98,6814.41
SA1,2026-05-02 20:40:00+10:00,-2.01,1559.99
TAS1,2026-05-02 20:40:00+10:00,63.79,1053.16
VIC1,2026-05-02 20:40:00+10:00,-12.1,4367.97
NSW1,2026-05-02 20:45:00+10:00,56.03,7596.55
QLD1,2026-05-02 20:45:00+10:00,56.23,6798.37
SA1,2026-05-02 20:45:00+10:00,-3.0,1557.86
TAS1,2026-05-02 20:45:00+10:00,63.79,1051.24
VIC1,2026-05-02 20:45:00+10:00,-12.1,4350.2
NSW1,2026-05-02 20:50:00+10:00,56.06,7663.22
QLD1,2026-05-02 20:50:00+10:00,55.19,6717.43
SA1,2026-05-02 20:50:00+10:00,-3.0,1523.15
TAS1,2026-05-02 20:50:00+10:00,74.19,1057.08
VIC1,2026-05-02 20:50:00+10:00,-2.71,4401.96
NSW1,2026-05-02 20:55:00+10:00,56.06,7620.01
QLD1,2026-05-02 20:55:00+10:00,55.9,6782.8
SA1,2026-05-02 20:55:00+10:00,-3.0,1506.4
TAS1,2026-05-02 20:55:00+10:00,85.11,1057.12
VIC1,2026-05-02 20:55:00+10:00,-2.79,4425.55
NSW1,2026-05-02 21:00:00+10:00,54.83,7563.16
QLD1,2026-05-02 21:00:00+10:00,54.63,6746.74
SA1,2026-05-02 21:00:00+10:00,-2.16,1488.88
TAS1,2026-05-02 21:00:00+10:00,85.93,1056.28
VIC1,2026-05-02 21:00:00+10:00,-2.0,4483.26
NSW1,2026-05-02 21:05:00+10:00,57.51,7585.26
QLD1,2026-05-02 21:05:00+10:00,59.05,6716.84
SA1,2026-05-02 21:05:00+10:00,-2.0,1502.3
TAS1,2026-05-02 21:05:00+10:00,86.07,1050.82
VIC1,2026-05-02 21:05:00+10:00,-1.86,4425.73
NSW1,2026-05-02 21:10:00+10:00,57.51,7543.09
QLD1,2026-05-02 21:10:00+10:00,59.82,6779.15
SA1,2026-05-02 21:10:00+10:00,-2.74,1507.74
TAS1,2026-05-02 21:10:00+10:00,74.42,1047.07
VIC1,2026-05-02 21:10:00+10:00,-2.5,4330.02
NSW1,2026-05-02 21:15:00+10:00,57.51,7547.89
QLD1,2026-05-02 21:15:00+10:00,59.03,6694.47
SA1,2026-05-02 21:15:00+10:00,-2.0,1507.21
TAS1,2026-05-02 21:15:00+10:00,74.34,1041.87
VIC1,2026-05-02 21:15:00+10:00,-1.86,4395.04
NSW1,2026-05-02 21:20:00+10:00,56.03,7440.56
QLD1,2026-05-02 21:20:00+10:00,57.82,6699.98
SA1,2026-05-02 21:20:00+10:00,-0.1,1506.94
TAS1,2026-05-02 21:20:00+10:00,76.16,1041.91
VIC1,2026-05-02 21:20:00+10:00,-0.1,4525.25
NSW1,2026-05-02 21:25:00+10:00,56.06,7429.74
QLD1,2026-05-02 21:25:00+10:00,56.78,6651.43
SA1,2026-05-02 21:25:00+10:00,-2.0,1509.36
TAS1,2026-05-02 21:25:00+10:00,74.31,1042.85
VIC1,2026-05-02 21:25:00+10:00,-1.89,4542.41
NSW1,2026-05-02 21:30:00+10:00,56.06,7407.1
QLD1,2026-05-02 21:30:00+10:00,57.17,6699.21
SA1,2026-05-02 21:30:00+10:00,-0.11,1515.57
TAS1,2026-05-02 21:30:00+10:00,76.9,1034.06
VIC1,2026-05-02 21:30:00+10:00,-0.1,4613.81
NSW1,2026-05-02 21:35:00+10:00,53.4,7399.4
QLD1,2026-05-02 21:35:00+10:00,52.75,6619.88
SA1,2026-05-02 21:35:00+10:00,-2.0,1501.11
TAS1,2026-05-02 21:35:00+10:00,86.07,1026.04
VIC1,2026-05-02 21:35:00+10:00,-1.86,4486.19
NSW1,2026-05-02 21:40:00+10:00,57.51,7412.27
QLD1,2026-05-02 21:40:00+10:00,58.01,6642.39
SA1,2026-05-02 21:40:00+10:00,-2.0,1494.98
TAS1,2026-05-02 21:40:00+10:00,86.08,1026.89
VIC1,2026-05-02 21:40:00+10:00,-1.85,4540.86
NSW1,2026-05-02 21:45:00+10:00,56.06,7346.9
QLD1,2026-05-02 21:45:00+10:00,56.44,6675.97
SA1,2026-05-02 21:45:00+10:00,-2.0,1490.76
TAS1,2026-05-02 21:45:00+10:00,85.92,1025.04
VIC1,2026-05-02 21:45:00+10:00,-2.0,4551.67
NSW1,2026-05-02 21:50:00+10:00,56.06,7367.58
QLD1,2026-05-02 21:50:00+10:00,56.72,6624.02
SA1,2026-05-02 21:50:00+10:00,-2.01,1477.92
TAS1,2026-05-02 21:50:00+10:00,86.06,1025.86
VIC1,2026-05-02 21:50:00+10:00,-1.87,4479.91
NSW1,2026-05-02 21:55:00+10:00,57.51,7360.79
QLD1,2026-05-02 21:55:00+10:00,58.58,6669.8
SA1,2026-05-02 21:55:00+10:00,-2.0,1471.91
TAS1,2026-05-02 21:55:00+10:00,86.05,1025.38
VIC1,2026-05-02 21:55:00+10:00,-1.87,4500.96
NSW1,2026-05-02 22:00:00+10:00,56.06,7321.98
QLD1,2026-05-02 22:00:00+10:00,56.67,6568.58
SA1,2026-05-02 22:00:00+10:00,-2.01,1467.02
TAS1,2026-05-02 22:00:00+10:00,86.05,1020.96
VIC1,2026-05-02 22:00:00+10:00,-1.88,4510.47
NSW1,2026-05-02 22:05:00+10:00,38.3,7267.6
QLD1,2026-05-02 22:05:00+10:00,38.18,6464.02
SA1,2026-05-02 22:05:00+10:00,-2.09,1472.48
TAS1,2026-05-02 22:05:00+10:00,85.92,1014.83
VIC1,2026-05-02 22:05:00+10:00,-2.0,4480.55
NSW1,2026-05-02 22:10:00+10:00,57.51,7421.3
QLD1,2026-05-02 22:10:00+10:00,58.1,6498.63
SA1,2026-05-02 22:10:00+10:00,-5.13,1440.89
TAS1,2026-05-02 22:10:00+10:00,82.95,1009.08
VIC1,2026-05-02 22:10:00+10:00,-4.87,4470.93
NSW1,2026-05-02 22:15:00+10:00,57.03,7442.35
QLD1,2026-05-02 22:15:00+10:00,56.88,6439.43
SA1,2026-05-02 22:15:00+10:00,-10.23,1426.28
TAS1,2026-05-02 22:15:00+10:00,78.09,1011.5
VIC1,2026-05-02 22:15:00+10:00,-9.55,4437.19
NSW1,2026-05-02 22:20:00+10:00,40.04,7424.83
QLD1,2026-05-02 22:20:00+10:00,40.43,6451.63
SA1,2026-05-02 22:20:00+10:00,-3.0,1429.46
TAS1,2026-05-02 22:20:00+10:00,84.99,1004.29
VIC1,2026-05-02 22:20:00+10:00,-2.9,4454.15
NSW1,2026-05-02 22:25:00+10:00,57.51,7413.99
QLD1,2026-05-02 22:25:00+10:00,58.91,6413.73
SA1,2026-05-02 22:25:00+10:00,-3.0,1426.72
TAS1,2026-05-02 22:25:00+10:00,73.99,990.93
VIC1,2026-05-02 22:25:00+10:00,-2.9,4468.05
NSW1,2026-05-02 22:30:00+10:00,39.93,7334.12
QLD1,2026-05-02 22:30:00+10:00,40.0,6345.67
SA1,2026-05-02 22:30:00+10:00,-3.01,1428.66
TAS1,2026-05-02 22:30:00+10:00,74.12,980.34
VIC1,2026-05-02 22:30:00+10:00,-2.79,4484.42
NSW1,2026-05-02 22:35:00+10:00,53.58,7385.72
QLD1,2026-05-02 22:35:00+10:00,52.75,6323.87
SA1,2026-05-02 22:35:00+10:00,-3.0,1434.51
TAS1,2026-05-02 22:35:00+10:00,85.0,982.11
VIC1,2026-05-02 22:35:00+10:00,-2.88,4481.09
NSW1,2026-05-02 22:40:00+10:00,57.51,7373.88
QLD1,2026-05-02 22:40:00+10:00,57.68,6411.97
SA1,2026-05-02 22:40:00+10:00,-3.0,1412.86
TAS1,2026-05-02 22:40:00+10:00,84.99,982.39
VIC1,2026-05-02 22:40:00+10:00,-2.89,4507.04
NSW1,2026-05-02 22:45:00+10:00,56.03,7332.19
QLD1,2026-05-02 22:45:00+10:00,55.79,6356.99
SA1,2026-05-02 22:45:00+10:00,-3.01,1421.94
TAS1,2026-05-02 22:45:00+10:00,84.98,974.45
VIC1,2026-05-02 22:45:00+10:00,-2.9,4508.89
NSW1,2026-05-02 22:50:00+10:00,56.03,7303.75
QLD1,2026-05-02 22:50:00+10:00,56.74,6273.88
SA1,2026-05-02 22:50:00+10:00,-3.0,1417.83
TAS1,2026-05-02 22:50:00+10:00,74.02,968.8
VIC1,2026-05-02 22:50:00+10:00,-2.88,4510.89
NSW1,2026-05-02 22:55:00+10:00,52.51,7209.5
QLD1,2026-05-02 22:55:00+10:00,52.75,6180.97
SA1,2026-05-02 22:55:00+10:00,-2.38,1421.43
TAS1,2026-05-02 22:55:00+10:00,74.63,973.15
VIC1,2026-05-02 22:55:00+10:00,-2.29,4376.89
NSW1,2026-05-02 23:00:00+10:00,55.25,7195.26
QLD1,2026-05-02 23:00:00+10:00,55.53,6223.85
SA1,2026-05-02 23:00:00+10:00,-10.23,1425.7
TAS1,2026-05-02 23:00:00+10:00,67.47,977.13
VIC1,2026-05-02 23:00:00+10:00,-9.22,4309.89
NSW1,2026-05-02 23:05:00+10:00,38.3,7224.03
QLD1,2026-05-02 23:05:00+10:00,37.08,6187.7
SA1,2026-05-02 23:05:00+10:00,-5.14,1419.95
TAS1,2026-05-02 23:05:00+10:00,82.99,974.28
VIC1,2026-05-02 23:05:00+10:00,-4.83,4454.83
NSW1,2026-05-02 23:10:00+10:00,55.61,7254.89
QLD1,2026-05-02 23:10:00+10:00,54.5,6161.66
SA1,2026-05-02 23:10:00+10:00,-3.0,1392.48
TAS1,2026-05-02 23:10:00+10:00,84.98,967.29
VIC1,2026-05-02 23:10:00+10:00,-2.91,4529.61
NSW1,2026-05-02 23:15:00+10:00,56.03,7176.13
QLD1,2026-05-02 23:15:00+10:00,55.57,6160.98
SA1,2026-05-02 23:15:00+10:00,-2.0,1401.61
TAS1,2026-05-02 23:15:00+10:00,74.91,961.21
VIC1,2026-05-02 23:15:00+10:00,-2.02,4617.75
NSW1,2026-05-02 23:20:00+10:00,56.03,7167.08
QLD1,2026-05-02 23:20:00+10:00,55.19,6109.48
SA1,2026-05-02 23:20:00+10:00,-2.0,1398.17
TAS1,2026-05-02 23:20:00+10:00,85.86,971.48
VIC1,2026-05-02 23:20:00+10:00,-2.06,4625.83
NSW1,2026-05-02 23:25:00+10:00,56.06,7160.89
QLD1,2026-05-02 23:25:00+10:00,54.85,6080.38
SA1,2026-05-02 23:25:00+10:00,-2.0,1406.29
TAS1,2026-05-02 23:25:00+10:00,74.88,958.95
VIC1,2026-05-02 23:25:00+10:00,-2.05,4606.26
NSW1,2026-05-02 23:30:00+10:00,56.63,7157.82
QLD1,2026-05-02 23:30:00+10:00,55.53,6086.01
SA1,2026-05-02 23:30:00+10:00,-1.93,1427.81
TAS1,2026-05-02 23:30:00+10:00,74.93,956.08
VIC1,2026-05-02 23:30:00+10:00,-2.0,4638.53
NSW1,2026-05-02 23:35:00+10:00,40.04,7121.62
QLD1,2026-05-02 23:35:00+10:00,38.43,6061.3
SA1,2026-05-02 23:35:00+10:00,-0.1,1461.5
TAS1,2026-05-02 23:35:00+10:00,76.9,947.76
VIC1,2026-05-02 23:35:00+10:00,-0.1,4566.86
NSW1,2026-05-02 23:40:00+10:00,56.64,7043.06
QLD1,2026-05-02 23:40:00+10:00,55.76,6113.74
SA1,2026-05-02 23:40:00+10:00,-0.1,1492.85
TAS1,2026-05-02 23:40:00+10:00,76.9,946.21
VIC1,2026-05-02 23:40:00+10:00,-0.1,4554.64
NSW1,2026-05-02 23:45:00+10:00,56.06,6996.13
QLD1,2026-05-02 23:45:00+10:00,55.15,6077.96
SA1,2026-05-02 23:45:00+10:00,-0.1,1481.74
TAS1,2026-05-02 23:45:00+10:00,76.9,944.26
VIC1,2026-05-02 23:45:00+10:00,-0.1,4559.95
NSW1,2026-05-02 23:50:00+10:00,56.03,6942.14
QLD1,2026-05-02 23:50:00+10:00,55.12,6100.99
SA1,2026-05-02 23:50:00+10:00,-0.1,1456.72
TAS1,2026-05-02 23:50:00+10:00,76.9,944.15
VIC1,2026-05-02 23:50:00+10:00,-0.1,4539.78
NSW1,2026-05-02 23:55:00+10:00,56.06,6967.64
QLD1,2026-05-02 23:55:00+10:00,54.79,6068.8
SA1,2026-05-02 23:55:00+10:00,-0.1,1448.0
TAS1,2026-05-02 23:55:00+10:00,87.9,944.63
VIC1,2026-05-02 23:55:00+10:00,-0.1,4494.3
NSW1,2026-05-03 00:00:00+10:00,22.81,6924.44
QLD1,2026-05-03 00:00:00+10:00,21.73,6031.32
SA1,2026-05-03 00:00:00+10:00,-0.1,1454.34
TAS1,2026-05-03 00:00:00+10:00,87.9,952.67
VIC1,2026-05-03 00:00:00+10:00,-0.1,4500.15
NSW1,2026-05-03 00:05:00+10:00,49.41,6988.21
QLD1,2026-05-03 00:05:00+10:00,48.22,5977.04
SA1,2026-05-03 00:05:00+10:00,-0.1,1452.41
TAS1,2026-05-03 00:05:00+10:00,87.9,947.86
VIC1,2026-05-03 00:05:00+10:00,-0.1,4431.24
NSW1,2026-05-03 00:10:00+10:00,55.08,6997.61
QLD1,2026-05-03 00:10:00+10:00,52.75,5947.62
SA1,2026-05-03 00:10:00+10:00,0.0,1444.54
TAS1,2026-05-03 00:10:00+10:00,87.95,952.16
VIC1,2026-05-03 00:10:00+10:00,-0.05,4456.59
NSW1,2026-05-03 00:15:00+10:00,56.03,6968.79
QLD1,2026-05-03 00:15:00+10:00,52.75,5922.63
SA1,2026-05-03 00:15:00+10:00,0.0,1443.67
TAS1,2026-05-03 00:15:00+10:00,88.0,949.65
VIC1,2026-05-03 00:15:00+10:00,0.0,4417.72
NSW1,2026-05-03 00:20:00+10:00,56.03,6994.74
QLD1,2026-05-03 00:20:00+10:00,52.75,5886.92
SA1,2026-05-03 00:20:00+10:00,-0.01,1484.07
TAS1,2026-05-03 00:20:00+10:00,87.99,940.89
VIC1,2026-05-03 00:20:00+10:00,-0.01,4311.01
NSW1,2026-05-03 00:25:00+10:00,38.51,6916.47
QLD1,2026-05-03 00:25:00+10:00,36.09,5791.94
SA1,2026-05-03 00:25:00+10:00,0.0,1485.02
TAS1,2026-05-03 00:25:00+10:00,88.0,941.78
VIC1,2026-05-03 00:25:00+10:00,0.0,4353.21
NSW1,2026-05-03 00:30:00+10:00,45.44,6895.93
QLD1,2026-05-03 00:30:00+10:00,42.86,5816.57
SA1,2026-05-03 00:30:00+10:00,0.0,1474.29
TAS1,2026-05-03 00:30:00+10:00,88.0,940.04
VIC1,2026-05-03 00:30:00+10:00,0.0,4341.4
NSW1,2026-05-03 00:35:00+10:00,56.06,6965.98
QLD1,2026-05-03 00:35:00+10:00,52.75,5837.28
SA1,2026-05-03 00:35:00+10:00,0.0,1463.05
TAS1,2026-05-03 00:35:00+10:00,88.0,934.04
VIC1,2026-05-03 00:35:00+10:00,0.0,4275.88
NSW1,2026-05-03 00:40:00+10:00,56.06,6978.61
QLD1,2026-05-03 00:40:00+10:00,52.75,5801.91
SA1,2026-05-03 00:40:00+10:00,0.0,1461.08
TAS1,2026-05-03 00:40:00+10:00,88.0,927.62
VIC1,2026-05-03 00:40:00+10:00,0.0,4308.03
NSW1,2026-05-03 00:45:00+10:00,45.44,6831.71
QLD1,2026-05-03 00:45:00+10:00,42.81,5752.46
SA1,2026-05-03 00:45:00+10:00,0.0,1450.89
TAS1,2026-05-03 00:45:00+10:00,88.0,919.09
VIC1,2026-05-03 00:45:00+10:00,0.0,4258.3
NSW1,2026-05-03 00:50:00+10:00,55.56,6878.08
QLD1,2026-05-03 00:50:00+10:00,52.73,5811.02
SA1,2026-05-03 00:50:00+10:00,-0.01,1459.44
TAS1,2026-05-03 00:50:00+10:00,76.23,905.62
VIC1,2026-05-03 00:50:00+10:00,-0.05,4253.97
NSW1,2026-05-03 00:55:00+10:00,55.98,6852.31
QLD1,2026-05-03 00:55:00+10:00,52.73,5731.8
SA1,2026-05-03 00:55:00+10:00,-0.01,1470.0
TAS1,2026-05-03 00:55:00+10:00,76.22,904.12
VIC1,2026-05-03 00:55:00+10:00,-0.05,4216.11
NSW1,2026-05-03 01:00:00+10:00,42.22,6801.85
QLD1,2026-05-03 01:00:00+10:00,39.75,5723.4
SA1,2026-05-03 01:00:00+10:00,-0.01,1465.53
TAS1,2026-05-03 01:00:00+10:00,76.22,899.76
VIC1,2026-05-03 01:00:00+10:00,-0.05,4125.31
NSW1,2026-05-03 01:05:00+10:00,42.74,6786.26
QLD1,2026-05-03 01:05:00+10:00,40.0,5748.65
SA1,2026-05-03 01:05:00+10:00,-0.1,1443.82
TAS1,2026-05-03 01:05:00+10:00,76.19,897.21
VIC1,2026-05-03 01:05:00+10:00,-0.1,4107.03
NSW1,2026-05-03 01:10:00+10:00,38.51,6697.28
QLD1,2026-05-03 01:10:00+10:00,36.48,5748.95
SA1,2026-05-03 01:10:00+10:00,-0.1,1440.53
TAS1,2026-05-03 01:10:00+10:00,76.18,894.03
VIC1,2026-05-03 01:10:00+10:00,-0.1,4124.41
NSW1,2026-05-03 01:15:00+10:00,38.51,6716.19
QLD1,2026-05-03 01:15:00+10:00,36.22,5674.52
SA1,2026-05-03 01:15:00+10:00,-0.1,1429.9
TAS1,2026-05-03 01:15:00+10:00,76.9,905.01
VIC1,2026-05-03 01:15:00+10:00,-0.1,4101.45
NSW1,2026-05-03 01:20:00+10:00,42.0,6600.36
QLD1,2026-05-03 01:20:00+10:00,39.75,5701.34
SA1,2026-05-03 01:20:00+10:00,-0.1,1425.59
TAS1,2026-05-03 01:20:00+10:00,76.9,905.34
VIC1,2026-05-03 01:20:00+10:00,-0.1,4138.15
NSW1,2026-05-03 01:25:00+10:00,42.24,6597.24
QLD1,2026-05-03 01:25:00+10:00,39.75,5725.97
SA1,2026-05-03 01:25:00+10:00,-0.1,1428.4
TAS1,2026-05-03 01:25:00+10:00,76.9,909.71
VIC1,2026-05-03 01:25:00+10:00,-0.1,4104.16
NSW1,2026-05-03 01:30:00+10:00,38.5,6490.01
QLD1,2026-05-03 01:30:00+10:00,36.9,5750.94
SA1,2026-05-03 01:30:00+10:00,-0.1,1417.55
TAS1,2026-05-03 01:30:00+10:00,76.9,908.41
VIC1,2026-05-03 01:30:00+10:00,-0.1,4070.83
NSW1,2026-05-03 01:35:00+10:00,42.33,6495.29
QLD1,2026-05-03 01:35:00+10:00,39.75,5646.49
SA1,2026-05-03 01:35:00+10:00,-0.1,1408.66
TAS1,2026-05-03 01:35:00+10:00,87.9,904.91
VIC1,2026-05-03 01:35:00+10:00,-0.1,4066.43
NSW1,2026-05-03 01:40:00+10:00,57.51,6678.55
QLD1,2026-05-03 01:40:00+10:00,52.75,5689.82
SA1,2026-05-03 01:40:00+10:00,-0.1,1413.24
TAS1,2026-05-03 01:40:00+10:00,87.9,899.47
VIC1,2026-05-03 01:40:00+10:00,-0.1,4004.43
NSW1,2026-05-03 01:45:00+10:00,56.03,6687.83
QLD1,2026-05-03 01:45:00+10:00,51.2,5640.43
SA1,2026-05-03 01:45:00+10:00,-0.1,1417.8
TAS1,2026-05-03 01:45:00+10:00,87.9,903.11
VIC1,2026-05-03 01:45:00+10:00,-0.1,4029.67
NSW1,2026-05-03 01:50:00+10:00,56.06,6684.52
QLD1,2026-05-03 01:50:00+10:00,51.2,5630.78
SA1,2026-05-03 01:50:00+10:00,-0.1,1411.61
TAS1,2026-05-03 01:50:00+10:00,87.9,905.52
VIC1,2026-05-03 01:50:00+10:00,-0.1,3912.62
NSW1,2026-05-03 01:55:00+10:00,56.03,6600.35
QLD1,2026-05-03 01:55:00+10:00,51.2,5645.27
SA1,2026-05-03 01:55:00+10:00,-0.1,1411.93
TAS1,2026-05-03 01:55:00+10:00,87.9,901.96
VIC1,2026-05-03 01:55:00+10:00,-0.1,3873.76
NSW1,2026-05-03 02:00:00+10:00,43.7,6536.38
QLD1,2026-05-03 02:00:00+10:00,39.75,5598.15
SA1,2026-05-03 02:00:00+10:00,-0.1,1393.86
TAS1,2026-05-03 02:00:00+10:00,87.9,898.07
VIC1,2026-05-03 02:00:00+10:00,-0.1,3902.63
NSW1,2026-05-03 02:05:00+10:00,57.51,6564.8
QLD1,2026-05-03 02:05:00+10:00,52.63,5579.96
SA1,2026-05-03 02:05:00+10:00,-0.01,1382.27
TAS1,2026-05-03 02:05:00+10:00,88.24,903.63
VIC1,2026-05-03 02:05:00+10:00,-0.1,3909.03
NSW1,2026-05-03 02:10:00+10:00,56.23,6470.27
QLD1,2026-05-03 02:10:00+10:00,51.43,5573.63
SA1,2026-05-03 02:10:00+10:00,-0.1,1386.63
TAS1,2026-05-03 02:10:00+10:00,87.9,896.14
VIC1,2026-05-03 02:10:00+10:00,-0.1,3904.27
NSW1,2026-05-03 02:15:00+10:00,56.06,6384.59
QLD1,2026-05-03 02:15:00+10:00,51.61,5611.57
SA1,2026-05-03 02:15:00+10:00,-1.98,1385.02
TAS1,2026-05-03 02:15:00+10:00,74.93,897.25
VIC1,2026-05-03 02:15:00+10:00,-2.0,3897.64
NSW1,2026-05-03 02:20:00+10:00,56.03,6353.89
QLD1,2026-05-03 02:20:00+10:00,51.56,5582.4
SA1,2026-05-03 02:20:00+10:00,-1.98,1378.98
TAS1,2026-05-03 02:20:00+10:00,74.93,899.24
VIC1,2026-05-03 02:20:00+10:00,-2.0,3863.34
NSW1,2026-05-03 02:25:00+10:00,56.03,6292.09
QLD1,2026-05-03 02:25:00+10:00,51.57,5603.45
SA1,2026-05-03 02:25:00+10:00,-1.97,1371.11
TAS1,2026-05-03 02:25:00+10:00,74.93,904.37
VIC1,2026-05-03 02:25:00+10:00,-2.0,3853.25
NSW1,2026-05-03 02:30:00+10:00,56.06,6292.33
QLD1,2026-05-03 02:30:00+10:00,51.89,5561.92
SA1,2026-05-03 02:30:00+10:00,-2.0,1358.05
TAS1,2026-05-03 02:30:00+10:00,85.88,902.92
VIC1,2026-05-03 02:30:00+10:00,-2.05,3828.91
NSW1,2026-05-03 02:35:00+10:00,56.06,6259.51
QLD1,2026-05-03 02:35:00+10:00,52.56,5582.41
SA1,2026-05-03 02:35:00+10:00,-2.01,1341.28
TAS1,2026-05-03 02:35:00+10:00,85.93,904.54
VIC1,2026-05-03 02:35:00+10:00,-1.99,3770.33
NSW1,2026-05-03 02:40:00+10:00,56.03,6254.51
QLD1,2026-05-03 02:40:00+10:00,51.58,5520.48
SA1,2026-05-03 02:40:00+10:00,-2.0,1345.74
TAS1,2026-05-03 02:40:00+10:00,85.8,908.04
VIC1,2026-05-03 02:40:00+10:00,-2.11,3821.23
NSW1,2026-05-03 02:45:00+10:00,56.06,6252.54
QLD1,2026-05-03 02:45:00+10:00,51.88,5561.06
SA1,2026-05-03 02:45:00+10:00,-2.0,1341.69
TAS1,2026-05-03 02:45:00+10:00,85.92,914.59
VIC1,2026-05-03 02:45:00+10:00,-2.0,3821.31
NSW1,2026-05-03 02:50:00+10:00,56.06,6238.54
QLD1,2026-05-03 02:50:00+10:00,51.86,5532.61
SA1,2026-05-03 02:50:00+10:00,-2.01,1319.1
TAS1,2026-05-03 02:50:00+10:00,85.82,919.79
VIC1,2026-05-03 02:50:00+10:00,-2.1,3763.9
NSW1,2026-05-03 02:55:00+10:00,56.06,6261.51
QLD1,2026-05-03 02:55:00+10:00,51.22,5539.45
SA1,2026-05-03 02:55:00+10:00,-1.82,1325.4
TAS1,2026-05-03 02:55:00+10:00,85.92,921.89
VIC1,2026-05-03 02:55:00+10:00,-2.0,3860.74
NSW1,2026-05-03 03:00:00+10:00,56.06,6213.54
QLD1,2026-05-03 03:00:00+10:00,51.57,5584.59
SA1,2026-05-03 03:00:00+10:00,-2.0,1332.88
TAS1,2026-05-03 03:00:00+10:00,85.72,922.42
VIC1,2026-05-03 03:00:00+10:00,-2.2,3801.42
